01560;ST TRIVIER DE COURTES;;;ST TRIVIER DE COURTES;
01560;SERVIGNAT;;;SERVIGNAT;
01560;VERNOUX;;;VERNOUX;
01560;VESCOURS;;;VESCOURS;
01570;ASNIERES SUR SAONE;;;ASNIERES SUR SAONE;
01570;FEILLENS;;;FEILLENS;
01570;MANZIAT;;;MANZIAT;
01570;VESINES;;;VESINES;
01580;IZERNORE;;;IZERNORE;
01580;MATAFELON GRANGES;;;MATAFELON GRANGES;
01580;GRANGES;;;MATAFELON GRANGES;GRANGES
01580;SAMOGNAT;;;SAMOGNAT;
01580;SONTHONNAX LA MONTAGNE;;;SONTHONNAX LA MONTAGNE;
01580;NAPT;;;SONTHONNAX LA MONTAGNE;NAPT
01590;DORTAN;;;DORTAN;
01590;CHANCIA;;;CHANCIA;
01590;LAVANCIA EPERCY;;;LAVANCIA EPERCY;
01600;MASSIEUX;;;MASSIEUX;
01600;MISERIEUX;;;MISERIEUX;
01600;PARCIEUX;;;PARCIEUX;
01600;REYRIEUX;;;REYRIEUX;
01600;ST BERNARD;;;ST BERNARD;
01600;ST DIDIER DE FORMANS;;;ST DIDIER DE FORMANS;
01600;STE EUPHEMIE;;;STE EUPHEMIE;
01600;TOUSSIEUX;;;TOUSSIEUX;
01600;TREVOUX;;;TREVOUX;
01630;CHALLEX;;;CHALLEX;
01630;PERON;;;PERON;
01630;ST GENIS POUILLY;;;ST GENIS POUILLY;
01630;ST JEAN DE GONVILLE;;;ST JEAN DE GONVILLE;
01630;SERGY;;;SERGY;
01640;L ABERGEMENT DE VAREY;;;L ABERGEMENT DE VAREY;
01640;BOYEUX ST JEROME;;;BOYEUX ST JEROME;
01640;JUJURIEUX;;;JUJURIEUX;
01640;ST JEAN LE VIEUX;;;ST JEAN LE VIEUX;
01660;CHAVEYRIAT;;;CHAVEYRIAT;
01660;MEZERIAT;;;MEZERIAT;
01660;VANDEINS;;;VANDEINS;
01680;INNIMOND;;;INNIMOND;
01680;LHUIS;;;LHUIS;
01680;LOMPNAS;;;LOMPNAS;
01680;MARCHAMP;;;MARCHAMP;
01700;BEYNOST;;;BEYNOST;
01700;MIRIBEL;;;MIRIBEL;
01700;LE MAS RILLIER;;;MIRIBEL;LE MAS RILLIER
01700;LES ECHETS;;;MIRIBEL;LES ECHETS
01700;NEYRON;;;NEYRON;
01700;ST MAURICE DE BEYNOST;;;ST MAURICE DE BEYNOST;
01710;THOIRY;;;THOIRY;
01750;CROTTET;;;CROTTET;
01750;REPLONGES;;;REPLONGES;
01750;ST LAURENT SUR SAONE;;;ST LAURENT SUR SAONE;
01800;BOURG ST CHRISTOPHE;;;BOURG ST CHRISTOPHE;
01800;MARFOZ;;;BOURG ST CHRISTOPHE;MARFOZ
01800;CHARNOZ SUR AIN;;;CHARNOZ SUR AIN;
01800;FARAMANS;;;FARAMANS;
01800;JOYEUX;;;JOYEUX;
01800;MEXIMIEUX;;;MEXIMIEUX;
01800;LE MONTELLIER;;;LE MONTELLIER;
01800;PEROUGES;;;PEROUGES;
01800;RIGNIEUX LE FRANC;;;RIGNIEUX LE FRANC;
01800;ST ELOI;;;ST ELOI;
01800;ST JEAN DE NIOST;;;ST JEAN DE NIOST;
